industry,category_kr,brand,copy,date,url,src
corporate_pr,기업PR,현대 트럭&버스,"멈추지 않는 자동차, 해야 할 일을 합니다",2023-09-07,https://play.tvcf.co.kr/917644,Sep_231007
beverage_alcohol,음료/기호식품,필라이트 로우 칼로리,말도 안되지만 칼로리 쫘-악 빠졌다,2023-09-07,https://play.tvcf.co.kr/917652,Sep_231007
automotive,자동차/정유,제네시스 GV70,어디서든 여유로운 휴식,2023-09-07,https://play.tvcf.co.kr/917659,Sep_231007
automotive,자동차/정유,메르세데스 벤츠 E-CLASS,반복되는 충동은 더 이상 충동이 아니다,2023-09-07,https://play.tvcf.co.kr/917789,Sep_231007
public_gov,관공서/단체,기상청 지진안전 캠페인,설마하는 순간 여진도 찾아옵니다,2023-09-07,https://play.tvcf.co.kr/917785,Sep_231007
retail,서비스/유통/레저,굿웨어몰,좋은 옷을 모두에게,2023-09-07,https://play.tvcf.co.kr/917787,Sep_231007
fnb,식품/제과,고흥미역다시마자조금,고흥미역가 다시마로 만든 건강한 밥상을 차려보세요.,2023-09-07,https://play.tvcf.co.kr/917784,Sep_231007
home_appliance,전기전자,한게임 한판쳐,호구탈출엔 한게임 호구와트,2023-09-07,https://play.tvcf.co.kr/917816,Sep_231007
public_gov,관공서/단체,더펠로우십 코리아,"결국, 평화",2023-09-07,https://play.tvcf.co.kr/917891,Sep_231007
corporate_pr,기업PR,LG전자,"나답게 살 때, 인생은 더 좋아지니까. Life's Good",2023-09-07,https://play.tvcf.co.kr/917871,Sep_231007
public_gov,관공서/단체,HUG 주택도시보증공사,행복공식으로 주거문제 함께 해결하세요.,2023-09-07,https://play.tvcf.co.kr/918240,Sep_231007
home_appliance,전기전자,바람의나라 연,지금 사전등록 시 전설 등급 환수 3개 지급.,2023-09-07,https://play.tvcf.co.kr/918264,Sep_231007
fnb,식품/제과,청년떡집,황금으로 전하는 귀한 마음,2023-09-07,https://play.tvcf.co.kr/917793,Sep_231007
retail,서비스/유통/레저,롯데월드,롯데월드에 다크 문이 뜨면 새로운 판타지의 문이 열린다.,2023-09-08,https://play.tvcf.co.kr/917815,Sep_231007
home_living,생활/가정용품,해피문데이,좋은 탐폰을 아는 질의 응답,2023-09-08,https://play.tvcf.co.kr/917812,Sep_231007
telecom,정보통신,구글플레이,"플레이를 더 특별하게, 모두의 모든 순간에",2023-09-08,https://play.tvcf.co.kr/917844,Sep_231007
fnb,식품/제과,멕시카나치킨 치토스치킨,양념 장인의 원픽,2023-09-08,https://play.tvcf.co.kr/917931,Sep_231007
telecom,정보통신,티맵모빌리티,이동의 새로운 가능성을 열어갑니다,2023-09-08,https://play.tvcf.co.kr/917922,Sep_231007
home_appliance,전기전자,LG 스탠바이미 Go,다음엔 어디서 볼래?,2023-09-08,https://play.tvcf.co.kr/918338,Sep_231007
retail,서비스/유통/레저,에버랜드 블러드시티,위대한 승리를 준비하라 화이트 Z와 함께.,2023-09-08,https://play.tvcf.co.kr/918314,Sep_231007
corporate_pr,기업PR,HD현대,HD현대 이건 못 참지,2023-09-08,https://play.tvcf.co.kr/918462,Sep_231007
automotive,자동차/정유,제네시스 Electrified G80,충전 후 가져다드리는 My Genesis app 픽업앤 충전.,2023-09-08,https://play.tvcf.co.kr/918529,Sep_231007
home_living,생활/가정용품,큐레이들,Fare well without regret with Curadle,2023-09-08,https://play.tvcf.co.kr/918838,Sep_231007
home_living,생활/가정용품,잔티움 나이트버닝,"잔티움 나이트 버닝, 고마움!",2023-09-08,https://play.tvcf.co.kr/919420,Sep_231007
home_appliance,전기전자,콜 오브 드래곤즈,끝내 이기고야 마는 k전투력,2023-09-09,https://play.tvcf.co.kr/918228,Sep_231007
healthcare_pharma,제약/의료/복지,치센,치질 참지말고 치센,2023-09-09,https://play.tvcf.co.kr/918227,Sep_231007
finance,금융/보험,라이나생명보험,라이나는 혁신합니다,2023-09-09,https://play.tvcf.co.kr/918420,Sep_231007
fnb,식품/제과,박카스맛젤리,박카스맛 젤리 폼 미쳤다,2023-09-10,https://play.tvcf.co.kr/918263,Sep_231007
retail,서비스/유통/레저,11번가,팅받네 슈팅배송,2023-09-11,https://play.tvcf.co.kr/918237,Sep_231007
healthcare_pharma,제약/의료/복지,MSD,미래를 바꾸자 예방의 힘으로,2023-09-11,https://play.tvcf.co.kr/918255,Sep_231007
home_appliance,전기전자,삼성신혼가전,결혼 축하선물 FUN하게 할 수 없을까? BESPOKE. Wedding. Funding.,2023-09-11,https://play.tvcf.co.kr/918275,Sep_231007
home_appliance,전기전자,쿠첸브레인,쿠첸 브레인은 생각하는 밥솥이다.,2023-09-11,https://play.tvcf.co.kr/918412,Sep_231007
public_gov,관공서/단체,사랑의 열매,기부로 나를 더 가치있게,2023-09-11,https://play.tvcf.co.kr/918409,Sep_231007
beauty,화장품,닥터지,트렌드는 다음 문제. Science first.,2023-09-11,https://play.tvcf.co.kr/918411,Sep_231007
beauty,화장품,이니스프리,단숨에 차오르는 초현실 수분의 힘,2023-09-11,https://play.tvcf.co.kr/918406,Sep_231007
automotive,자동차/정유,제네시스 Electrified GV70,"영화로 더 충전되는 밤, 비디오 스트리밍 서비스",2023-09-11,https://play.tvcf.co.kr/918533,Sep_231007
retail,서비스/유통/레저,11번가,11번가 쇼킹히어로가,2023-09-11,https://play.tvcf.co.kr/918534,Sep_231007
finance,금융/보험,신한투자증권,가족처럼 응원해주는 내 편이 필요할 때 신한투자증권이 당신을 응원합니다,2023-09-11,https://play.tvcf.co.kr/918540,Sep_231007
fashion,패션/스포츠,리바이스,How will you wear yours?,2023-09-11,https://play.tvcf.co.kr/918558,Sep_231007
home_living,생활/가정용품,뭄뭄실내화,"우리집, 평온함이 시급할 땐",2023-09-11,https://play.tvcf.co.kr/918707,Sep_231007
beverage_alcohol,음료/기호식품,윈저,자유로운 매력의 My style,2023-09-11,https://play.tvcf.co.kr/919009,Sep_231007
education,출판/교육/문화,MBC 2022 항저우 아시안게임,"함께 항저우, 함께 MBC",2023-09-12,https://play.tvcf.co.kr/918510,Sep_231007
healthcare_pharma,제약/의료/복지,모더나,"모더나, 모든 것을 바꿉니다",2023-09-12,https://play.tvcf.co.kr/918509,Sep_231007
retail,서비스/유통/레저,메타라이브,"현장이 궁금할 땐, 현장 검색해",2023-09-12,https://play.tvcf.co.kr/918653,Sep_231007
fnb,식품/제과,라면왕 김통깨,김과 통깨의 고소한 캐미,2023-09-13,https://play.tvcf.co.kr/918427,Sep_231007
home_appliance,전기전자,LG 베스트케어,"다시 처음으로, 새 가전으로",2023-09-13,https://play.tvcf.co.kr/918531,Sep_231007
education,출판/교육/문화,KBS 2022 항저우 아시안게임,"진심을 담은 방송. 맛있는 중계, 멋있는 중계.",2023-09-13,https://play.tvcf.co.kr/918641,Sep_231007
beauty,화장품,스템벨,피부의 줄기를 바로 세우다,2023-09-13,https://play.tvcf.co.kr/918642,Sep_231007
home_appliance,전기전자,제스파,당신의 마음까지 편안하게,2023-09-13,https://play.tvcf.co.kr/919260,Sep_231007
education,출판/교육/문화,2022 항저우 아시안게임 Team Korea 브랜드 캠페인,"beyondyourself, team korea",2023-09-13,https://play.tvcf.co.kr/919549,Sep_231007
automotive,자동차/정유,포르쉐 타이칸,타이칸  너 좀 멋지다? 우리 쭉 같이가자,2023-09-14,https://play.tvcf.co.kr/918698,Sep_231007
beverage_alcohol,음료/기호식품,처음처럼 새로,슈거 소주였던 적이 없는 제로 슈거 소주,2023-09-14,https://play.tvcf.co.kr/918742,Sep_231007
retail,서비스/유통/레저,제주항공,가자. 우리에겐 J가 있다,2023-09-14,https://play.tvcf.co.kr/918743,Sep_231007
finance,금융/보험,보험클리닉,"맞나? 싶을 땐, 만나 보험클리닉",2023-09-14,https://play.tvcf.co.kr/918773,Sep_231007
healthcare_pharma,제약/의료/복지,테라플루,"잠깐 타임, 테라플루 타임",2023-09-14,https://play.tvcf.co.kr/918782,Sep_231007
public_gov,관공서/단체,보건복지부 연명의료 결정제도,멋진 삶은 맺음말로 완성됩니다,2023-09-14,https://play.tvcf.co.kr/918744,Sep_231007
fnb,식품/제과,메가MGC커피,"현명한 내가, 네가, 메가!",2023-09-14,https://play.tvcf.co.kr/918776,Sep_231007
beverage_alcohol,음료/기호식품,몽베스트 블랜딩 하우스,이런 콤부차 봤어?,2023-09-14,https://play.tvcf.co.kr/918787,Sep_231007
retail,서비스/유통/레저,아시아나항공,지구를 사랑한 비행,2023-09-15,https://play.tvcf.co.kr/918769,Sep_231007
healthcare_pharma,제약/의료/복지,멘소래담,바르는 통증 지우개,2023-09-15,https://play.tvcf.co.kr/918765,Sep_231007
fashion,패션/스포츠,안다르,어디에서든 요가 할 수 있을 것 같은데요,2023-09-15,https://play.tvcf.co.kr/918781,Sep_231007
corporate_pr,기업PR,카카오,당연한 일상을 지킨다는 그 고마운 책임감으로.,2023-09-15,https://play.tvcf.co.kr/918900,Sep_231007
fashion,패션/스포츠,아이더,"보통의 바람막이, 그보다 더. 아이더.",2023-09-15,https://play.tvcf.co.kr/918903,Sep_231007
healthcare_pharma,제약/의료/복지,슈퍼바크릴,이게 바로 인지질의 힘,2023-09-15,https://play.tvcf.co.kr/918901,Sep_231007
corporate_pr,기업PR,삼양 라운드스퀘어,삼양식품 미래와 만나다,2023-09-15,https://play.tvcf.co.kr/918902,Sep_231007
fnb,식품/제과,빼빼로,"""빼뺴로 같이 먹고 싶은데"" 이 말은 니가 보고 싶다는 뜻!",2023-09-15,https://play.tvcf.co.kr/918905,Sep_231007
healthcare_pharma,제약/의료/복지,당신도 대상포진 대상자 캠페인,당신도 대상포진 대상자,2023-09-15,https://play.tvcf.co.kr/918897,Sep_231007
fnb,식품/제과,멕시카나치킨 치토스치킨,달콤! 바삭! 매콤! 다 담긴 인생의 맛,2023-09-15,https://play.tvcf.co.kr/918912,Sep_231007
healthcare_pharma,제약/의료/복지,프롬바이오 관절엔 크릴오일,요즘때면 더 애틋하게 생각나는 부모님께 관절엔 크릴오일 어떨까요?,2023-09-15,https://play.tvcf.co.kr/918914,Sep_231007
healthcare_pharma,제약/의료/복지,슈퍼바 부스트 크릴56,슈퍼바 부스트 크릴56은 가능합니다,2023-09-15,https://play.tvcf.co.kr/918913,Sep_231007
home_living,생활/가정용품,프릴 시크릿 오브 베이킹소다,새로워진 프릴을 경험해보세요,2023-09-15,https://play.tvcf.co.kr/918711,Sep_231007
automotive,자동차/정유,에쓰오일,Goodoil can do it,2023-09-15,https://play.tvcf.co.kr/918650,Sep_231007
finance,금융/보험,KCGI자산운용,"우리는 KCGI 자산운용. 발음대로 읽으면, 크지",2023-09-15,https://play.tvcf.co.kr/918947,Sep_231007
finance,금융/보험,우리은행,내가 원하는 금융생활의 답,2023-09-15,https://play.tvcf.co.kr/919085,Sep_231007
healthcare_pharma,제약/의료/복지,플루아릭스 테트라,독감백신은 다 다르다,2023-09-15,https://play.tvcf.co.kr/919680,Sep_231007
beauty,화장품,CJ 올리브영 바이오힐보,"피부장벽, 손상의 답이 boh다",2023-09-15,https://play.tvcf.co.kr/919739,Sep_231007
public_gov,관공서/단체,금연캠페인,한 대가 무한대가 되는 전자담배 연쇄흡연,2023-09-16,https://play.tvcf.co.kr/918908,Sep_231007
home_appliance,전기전자,쿠쿠 마스터셰프 사일런스,"기대, 그 이상의 기술",2023-09-16,https://play.tvcf.co.kr/918917,Sep_231007
telecom,정보통신,KT 키즈랜드,키즈랜드로 함께 키워요,2023-09-16,https://play.tvcf.co.kr/918950,Sep_231007
fnb,식품/제과,한우자조금,"한우에만 있는 귀한 부위, 진심",2023-09-16,https://play.tvcf.co.kr/918918,Sep_231007
telecom,정보통신,SK텔레콤 엑스칼리버,SK 텔레콤의 AI는 오늘도 사람의 마음을 보며 성장하고 있습니다.,2023-09-17,https://play.tvcf.co.kr/918951,Sep_231007
beauty,화장품,The Whoo HWANYU,The history of whoo,2023-09-18,https://play.tvcf.co.kr/918795,Sep_231007
corporate_pr,기업PR,하나금융그룹,"떠나봐 트래블로그로, 하나뿐인 여행으로.",2023-09-18,https://play.tvcf.co.kr/918952,Sep_231007
healthcare_pharma,제약/의료/복지,우루사,그 간 힘드셨죠?,2023-09-18,https://play.tvcf.co.kr/918997,Sep_231007
beverage_alcohol,음료/기호식품,선양,"세상, 잘 빠진 소주. 선양에 빠졌다.",2023-09-18,https://play.tvcf.co.kr/919004,Sep_231007
beverage_alcohol,음료/기호식품,네스프레소 버츄오,잊지못할 커피경험,2023-09-18,https://play.tvcf.co.kr/919005,Sep_231007
fnb,식품/제과,푸라닭치킨,"순살, 부위를 확인할 것.",2023-09-18,https://play.tvcf.co.kr/919071,Sep_231007
healthcare_pharma,제약/의료/복지,임펙타민,임펙타민에 대한 알 권리,2023-09-18,https://play.tvcf.co.kr/919001,Sep_231007
home_appliance,전기전자,바람의 나라 연,민속촌에서 만나기 바람,2023-09-18,https://play.tvcf.co.kr/919024,Sep_231007
public_gov,관공서/단체,HUG 주택도시보증공사,대한민국 주거안심,2023-09-18,https://play.tvcf.co.kr/919088,Sep_231007
automotive,자동차/정유,토요타 알파드,"이 순간, 더 빛나도록",2023-09-18,https://play.tvcf.co.kr/919451,Sep_231007
public_gov,관공서/단체,공정거래위원회 CCM 인증제도,소비자를 소중하게 생각하는 기업의 약속,2023-09-18,https://play.tvcf.co.kr/919084,Sep_231007
retail,서비스/유통/레저,카카오T 퀵,카카오 T 택시처럼 간편한 퀵 없나? / 카카오 T 퀵?,2023-09-19,https://play.tvcf.co.kr/918924,Sep_231007
healthcare_pharma,제약/의료/복지,상쾌환,새파란 게 안 끼는 술자리가 없네?,2023-09-19,https://play.tvcf.co.kr/918928,Sep_231007
fnb,식품/제과,버거킹 트러플 머쉬룸 와퍼,지금 나의 X가  오고 있다.,2023-09-19,https://play.tvcf.co.kr/918938,Sep_231007
automotive,자동차/정유,볼보,주행의 변화를 넘어 일상의 변화로,2023-09-19,https://play.tvcf.co.kr/919185,Sep_231007
fnb,식품/제과,농림축산식품부 우리과일,올해도 우리 과일이 딱! 입니다,2023-09-19,https://play.tvcf.co.kr/919207,Sep_231007
home_appliance,전기전자,FC 온라인 FC 모바일,나의 축구가 마침내 모두의 축구로,2023-09-19,https://play.tvcf.co.kr/919187,Sep_231007
finance,금융/보험,미래에셋증권 제로 프로젝트,이런 제로 오직 미래에셋증권,2023-09-19,https://play.tvcf.co.kr/919184,Sep_231007
home_living,생활/가정용품,아토팜,우리 아이 생활 더마 아토팜,2023-09-19,https://play.tvcf.co.kr/919802,Sep_231007
retail,서비스/유통/레저,CJ대한통운 더운반,"화물도 물류니까, 전문가에게",2023-09-20,https://play.tvcf.co.kr/919201,Sep_231007
retail,서비스/유통/레저,CJ온스타일,온스딸,2023-09-20,https://play.tvcf.co.kr/919228,Sep_231007
public_gov,관공서/단체,수돗물홍보협의회,언제 어디서나 믿고 마실 수 있는 우리의 수돗물입니다,2023-09-20,https://play.tvcf.co.kr/919405,Sep_231007
home_appliance,전기전자,니콘 Zf,나만의 시선을 담은 단 한번의 손짓,2023-09-20,https://play.tvcf.co.kr/919669,Sep_231007
telecom,정보통신,SK텔레콤 에이닷,"모든 순간, 모든 필요에",2023-09-20,https://play.tvcf.co.kr/920565,Sep_231007
public_gov,관공서/단체,퇴직연금,내 일의 가치를 내일의 가치로,2023-09-21,https://play.tvcf.co.kr/919396,Sep_231007
telecom,정보통신,구글코리아,"대한민국을 세계를 향해, GOOGLE은 대한민국을 위해.",2023-09-21,https://play.tvcf.co.kr/919413,Sep_231007
home_appliance,전기전자,소니 α7C2,"모든 위대함은, 아주 작은 것들로 부터",2023-09-21,https://play.tvcf.co.kr/919449,Sep_231007
automotive,자동차/정유,The 기아 레이 EV,생활 EV의 시작,2023-09-21,https://play.tvcf.co.kr/919453,Sep_231007
healthcare_pharma,제약/의료/복지,NH한삼인 홍삼정스틱,대한민국 명절 선물은 역시 한스틱,2023-09-21,https://play.tvcf.co.kr/919523,Sep_231007
education,출판/교육/문화,KBS 2022 항저우 아시안게임,아시안 게임은 KBS,2023-09-21,https://play.tvcf.co.kr/919521,Sep_231007
fnb,식품/제과,맥도날드,우리 농가 살리는 버거가 다시 돌아왔습니다,2023-09-21,https://play.tvcf.co.kr/919464,Sep_231007
public_gov,관공서/단체,농지은행,농지은행으로 청년의 희망을 노후의 행복을,2023-09-21,https://play.tvcf.co.kr/919531,Sep_231007
healthcare_pharma,제약/의료/복지,혈행건강 프로메가,대한민국 혈행 건강에 책임을 다하다. 1등 오메가3.,2023-09-21,https://play.tvcf.co.kr/919522,Sep_231007
automotive,자동차/정유,토요타 알파드,먼저 가치를 보는 당신,2023-09-21,https://play.tvcf.co.kr/919647,Sep_231007
fashion,패션/스포츠,블랙야크,세상은 문 밖에,2023-09-21,https://play.tvcf.co.kr/919808,Sep_231007
healthcare_pharma,제약/의료/복지,프로메가 알티지 오메가3,우린 모두 프로의 피가 흐른다,2023-09-21,https://play.tvcf.co.kr/920012,Sep_231007
telecom,정보통신,구글코리아,"Google, 디지털 스킬업의 방향을 잡다",2023-09-21,https://play.tvcf.co.kr/920571,Sep_231007
corporate_pr,기업PR,HL만도,세상 자유로운 길을 열다,2023-09-22,https://play.tvcf.co.kr/919623,Sep_231007
fashion,패션/스포츠,K2 실크스타,세상에서 젤~로 부드러운 다운 탄생,2023-09-22,https://play.tvcf.co.kr/919615,Sep_231007
fashion,패션/스포츠,스케쳐스 아웃도어,아웃도어는 규칙없는 스포츠,2023-09-22,https://play.tvcf.co.kr/919621,Sep_231007
home_appliance,전기전자,귀뚜라미 카본매트 온돌,귀뚜라미 카본매트 잘 쓰고 계시죠?,2023-09-22,https://play.tvcf.co.kr/919617,Sep_231007
home_appliance,전기전자,귀뚜라미,이것이 귀뚜라미의 1석 4조 기술,2023-09-22,https://play.tvcf.co.kr/919622,Sep_231007
education,출판/교육/문화,생활안전요령 캠페인,"행복한 한가위를 보내는 방법, 바로 안전입니다",2023-09-22,https://play.tvcf.co.kr/919620,Sep_231007
telecom,정보통신,디즈니플러스,정말로 연휴가 길다고 생각해?,2023-09-22,https://play.tvcf.co.kr/919627,Sep_231007
telecom,정보통신,삼성화재 애니핏,"Anything Possible, 셀카로 건강을 체크하는 AI 건강관상",2023-09-22,https://play.tvcf.co.kr/919667,Sep_231007
corporate_pr,기업PR,아모레퍼시픽,"YOU, 이 시대의 아름다움",2023-09-22,https://play.tvcf.co.kr/919646,Sep_231007
fashion,패션/스포츠,테일러메이드 어패럴,"테일러메이드, 작품이 되다",2023-09-23,https://play.tvcf.co.kr/919641,Sep_231007
retail,서비스/유통/레저,제주항공,여행은 이렇게 갑자기 온다,2023-09-23,https://play.tvcf.co.kr/919642,Sep_231007
healthcare_pharma,제약/의료/복지,인사돌플러스,잇몸 속부터 단단하게,2023-09-23,https://play.tvcf.co.kr/919637,Sep_231007
home_living,생활/가정용품,베스트슬립,국가대표 공식 침대 메트리스,2023-09-23,https://play.tvcf.co.kr/919649,Sep_231007
finance,금융/보험,KB차차차,이러니 KB를 믿을 수밖에,2023-09-23,https://play.tvcf.co.kr/919651,Sep_231007
finance,금융/보험,우리카드,우리는 정석대로 하겠습니다.,2023-09-23,https://play.tvcf.co.kr/919645,Sep_231007
healthcare_pharma,제약/의료/복지,박씨그리프테트라주,"독감백신, 알면 알수록 박씨그리프테트라",2023-09-23,https://play.tvcf.co.kr/919636,Sep_231007
home_appliance,전기전자,센텔리안24 마데카 프라임,화장이 잘 받아요,2023-09-23,https://play.tvcf.co.kr/919639,Sep_231007
healthcare_pharma,제약/의료/복지,프리베나13,이제 화이자 페렴구균 백신 프리베나 13으로 예방하세요.,2023-09-24,https://play.tvcf.co.kr/919660,Sep_231007
healthcare_pharma,제약/의료/복지,프리베나13,난 아직 건강하니까? 지금 바로.,2023-09-24,https://play.tvcf.co.kr/919672,Sep_231007
telecom,정보통신,스포티파이,언제. 어디서나. 운명 같은 음악이 널 찾아올 거야,2023-09-25,https://play.tvcf.co.kr/919661,Sep_231007
public_gov,관공서/단체,한미동맹70주년,기대하라 70년 K美를,2023-09-25,https://play.tvcf.co.kr/919676,Sep_231007
education,출판/교육/문화,벼룩시장,"국민 대표 일자리 앱, 벼룩시장",2023-09-25,https://play.tvcf.co.kr/919720,Sep_231007
education,출판/교육/문화,KBS,"우리가 서로를 바라보는 눈길이, 달빛처럼 순하고 부드럽기를",2023-09-25,https://play.tvcf.co.kr/919783,Sep_231007
fnb,식품/제과,푸라닭치킨,뚫고 나오는 바삭함,2023-09-25,https://play.tvcf.co.kr/919778,Sep_231007
healthcare_pharma,제약/의료/복지,오톰 마이올뉴,당신 곁에서 더 안전하게,2023-09-25,https://play.tvcf.co.kr/919782,Sep_231007
public_gov,관공서/단체,보건복지부,"세상을 바꾸는 나의 언어, Let's take ACTION",2023-09-25,https://play.tvcf.co.kr/919792,Sep_231007
beauty,화장품,헤라,한계를 모르는 이 도시는 나를 닮았다,2023-09-25,https://play.tvcf.co.kr/919791,Sep_231007
education,출판/교육/문화,뉴콘텐츠아카데미,너라는 새로운 에디션,2023-09-25,https://play.tvcf.co.kr/919859,Sep_231007
retail,서비스/유통/레저,에미레이트항공,하늘에서 축구 생중계를?,2023-09-25,https://play.tvcf.co.kr/919790,Sep_231007
automotive,자동차/정유,BMW 5 시리즈,BMW New 5 시리즈를 소개합니다.,2023-09-25,https://play.tvcf.co.kr/919781,Sep_231007
fashion,패션/스포츠,빈폴,태도를 입는다,2023-09-25,https://play.tvcf.co.kr/920576,Sep_231007
fashion,패션/스포츠,에잇세컨즈,"아니 근데 진짜 나, 좀 멋있네",2023-09-25,https://play.tvcf.co.kr/920605,Sep_231007
retail,서비스/유통/레저,알리익스프레스,"직구, 형이 계속 바꿔줄게",2023-09-26,https://play.tvcf.co.kr/919978,Sep_231007
home_appliance,전기전자,"경동나비엔 숙면매트 온수, 카본",숙면. 기술을 써.,2023-09-26,https://play.tvcf.co.kr/919958,Sep_231007
fashion,패션/스포츠,내셔널지오그래픽,요즘은 너만한 게 없다,2023-09-26,https://play.tvcf.co.kr/919981,Sep_231007
corporate_pr,기업PR,한국거래소,"2030 엑스포를 유치하기 위해, 세계는 모두 '부산'스럽다",2023-09-26,https://play.tvcf.co.kr/919919,Sep_231007
fnb,식품/제과,안성탕면,역시 라면계의 도화지,2023-09-26,https://play.tvcf.co.kr/919989,Sep_231007
fashion,패션/스포츠,스릭슨,1위는 바뀌는 법이야,2023-09-26,https://play.tvcf.co.kr/919984,Sep_231007
home_appliance,전기전자,LG 틔운,나만의 공간은 틔운으로 성장 중,2023-09-26,https://play.tvcf.co.kr/919995,Sep_231007
beauty,화장품,이퓨럽,"우리의 시간 속도는 다르지만, 함께한 추억 깊이는 같습니다",2023-09-26,https://play.tvcf.co.kr/920000,Sep_231007
home_appliance,전기전자,캐논 EOS R50,그마음 알아서. 캐논이 알아서.,2023-09-26,https://play.tvcf.co.kr/919979,Sep_231007
home_appliance,전기전자,캐논 EOS R8,시작부터 기술적. 퀄리티는 본격적.,2023-09-26,https://play.tvcf.co.kr/919983,Sep_231007
fnb,식품/제과,미원,작은 미원이 더 큰 세상을 만난다,2023-09-27,https://play.tvcf.co.kr/920005,Sep_231007
telecom,정보통신,구글플레이,게임도 획득도 놓치지 마,2023-09-27,https://play.tvcf.co.kr/920014,Sep_231007
healthcare_pharma,제약/의료/복지,판콜 에스,"감기없는 코리아, 판콜이야",2023-09-27,https://play.tvcf.co.kr/920002,Sep_231007
public_gov,관공서/단체,권역외상센터,기억해주세요 생명을 살리는 여섯글자,2023-09-27,https://play.tvcf.co.kr/920299,Sep_231007
finance,금융/보험,대신증권,"대신, 쟤로해",2023-09-27,https://play.tvcf.co.kr/920366,Sep_231007
retail,서비스/유통/레저,모두투어,모두가 즐거운 여행,2023-09-27,https://play.tvcf.co.kr/920574,Sep_231007
healthcare_pharma,제약/의료/복지,그날엔,너 하고 싶은 거 다~해,2023-09-27,https://play.tvcf.co.kr/920607,Sep_231007
public_gov,관공서/단체,응급실 과밀화 방지 캠페인,대형병원 응급실은 응급환자에게,2023-09-28,https://play.tvcf.co.kr/919925,Sep_231007
automotive,자동차/정유,T station,티스테이션 타임,2023-09-28,https://play.tvcf.co.kr/920346,Sep_231007
telecom,정보통신,LG유플러스,"통신이 쉽다, 유플닷컴",2023-09-28,https://play.tvcf.co.kr/920339,Sep_231007
public_gov,관공서/단체,한국주택금융공사 주택연금,내 집이 나의 힘,2023-09-28,https://play.tvcf.co.kr/920343,Sep_231007
public_gov,관공서/단체,한국장학재단 직업계고,"먼저 찾은 내일, 먼저 만난 꿈",2023-09-28,https://play.tvcf.co.kr/920335,Sep_231007
telecom,정보통신,넷플릭스,위기에 빠진 당신의 구원자,2023-09-28,https://play.tvcf.co.kr/920290,Sep_231007
home_appliance,전기전자,바디프랜드,"피로도 잘 풀고, 수능도 잘 풀자!",2023-09-28,https://play.tvcf.co.kr/920404,Sep_231007
corporate_pr,기업PR,대상그룹,더 많은 것들을 존중의 대상으로,2023-09-30,https://play.tvcf.co.kr/920368,Sep_231007
fnb,식품/제과,종가,"김치의 또다른 이름, 종가",2023-09-30,https://play.tvcf.co.kr/920369,Sep_231007
beauty,화장품,CJ올리브영,남자들의 자기관리,2024-09-01,https://play.tvcf.co.kr/957364,Sep_241009
beauty,화장품,정샘물뷰티,"FIND YOUR BASE, FIND YOUTIFUL",2024-09-01,https://play.tvcf.co.kr/957209,Sep_241009
beauty,화장품,설화수,고밀도 피부를 완성하다,2024-09-01,https://play.tvcf.co.kr/957328,Sep_241009
beauty,화장품,바이리즌 스킨 부스터 HA,아름다움이 깊다,2024-09-01,https://play.tvcf.co.kr/945265,Sep_241009
beauty,화장품,니베아 립케어,히알루론으로 촉촉하고 산뜻하게,2024-09-01,https://play.tvcf.co.kr/957560,Sep_241009
education,출판/교육/문화,빨간펜 아이캔두,빨간펜이니까 아이캔두!,2024-09-01,https://play.tvcf.co.kr/957326,Sep_241009
education,출판/교육/문화,미래엔,미래엔 클래스가 다르다,2024-09-01,https://play.tvcf.co.kr/954334,Sep_241009
education,출판/교육/문화,SBS 2024 KBO리그,우리의 야구에는 포기란 없다,2024-09-01,https://play.tvcf.co.kr/957325,Sep_241009
healthcare_pharma,제약/의료/복지,혈행건강 프로메가,대한민국 혈행 건강에 책임을 다하다,2024-09-01,https://play.tvcf.co.kr/957212,Sep_241009
healthcare_pharma,제약/의료/복지,아로나민 골드,차이는 아로나민골드,2024-09-01,https://play.tvcf.co.kr/956246,Sep_241009
healthcare_pharma,제약/의료/복지,넥스가드 스펙트라,심장사상충과 내외부 구충을 한 번에,2024-09-01,https://play.tvcf.co.kr/957338,Sep_241009
healthcare_pharma,제약/의료/복지,광동 경옥고,프로는 먹는 거엔 타협 안 해요,2024-09-01,https://play.tvcf.co.kr/957337,Sep_241009
telecom,정보통신,넷플릭스,"9월, 넷플 뭐봄?",2024-09-01,https://play.tvcf.co.kr/957373,Sep_241009
home_appliance,전기전자,쿠첸그레인,잡곡으로 건강하자,2024-09-01,https://play.tvcf.co.kr/957218,Sep_241009
home_appliance,전기전자,쿠키런킹덤,"쿠키런킹덤, 맹렬한 파괴의 도래",2024-09-01,https://play.tvcf.co.kr/960369,Sep_241009
fnb,식품/제과,썬플러스 골드라벨,추석선물 고민하지마세요,2024-09-01,https://play.tvcf.co.kr/957214,Sep_241009
fnb,식품/제과,한돈,한돈을 즐기는 누구나 국돼팀,2024-09-01,https://play.tvcf.co.kr/957567,Sep_241009
retail,서비스/유통/레저,에버랜드,상상도 못했던 기묘한 이야기의 시작,2024-09-01,https://play.tvcf.co.kr/957370,Sep_241009
finance,금융/보험,KB국민카드,"다 되는 페이, KB페이",2024-09-01,https://play.tvcf.co.kr/957734,Sep_241009
